Step,Time step,Time
951,0.0247719,24.3852
952,0.0247719,24.4099
953,0.0247719,24.4347
954,0.0247719,24.4595
955,0.0247719,24.4843
956,0.0247719,24.509
957,0.0247719,24.5338
958,0.0248995,24.5587
959,0.0254676,24.5842
960,0.0259688,24.6101
961,0.0261236,24.6363
962,0.0265992,24.6629
963,0.0264361,24.6893
964,0.0265455,24.7158
965,0.0267012,24.7425
966,0.026623,24.7692
967,0.026854,24.796
968,0.0266065,24.8226
969,0.0267142,24.8493
970,0.0268499,24.8762
971,0.0267574,24.903
972,0.0270202,24.93
973,0.0267582,24.9567
974,0.0268666,24.9836
975,0.0269669,25.0106
976,0.026885,25.0374
977,0.0271292,25.0646
978,0.02685,25.0914
979,0.02695,25.1184
980,0.0270172,25.1454
981,0.0269227,25.1723
982,0.0271584,25.1995
983,0.0268581,25.2263
984,0.0269549,25.2533
985,0.0269752,25.2803
986,0.0268753,25.3071
987,0.0270968,25.3342
988,0.026782,25.361
989,0.0268732,25.3879
990,0.0268481,25.4147
991,0.026739,25.4415
992,0.0269487,25.4684
993,0.0266215,25.495
994,0.0267132,25.5218
995,0.0266391,25.5484
996,0.026524,25.5749
997,0.0267207,25.6016
998,0.0263892,25.628
999,0.0264857,25.6545
1000,0.0263655,25.6809
1001,0.0262461,25.7071
1002,0.0264315,25.7336
1003,0.026103,25.7597
1004,0.0262116,25.7859
1005,0.026048,25.8119
1006,0.0259279,25.8379
1007,0.0261016,25.864
1008,0.0257845,25.8897
1009,0.0259111,25.9157
1010,0.025709,25.9414
1011,0.0255906,25.967
1012,0.0257525,25.9927
1013,0.0254528,26.0182
1014,0.0256027,26.0438
1015,0.0253665,26.0691
1016,0.0252527,26.0944
1017,0.0254016,26.1198
1018,0.0251242,26.1449
1019,0.0253005,26.1702
1020,0.0250355,26.1952
1021,0.0249286,26.2202
1022,0.0250631,26.2452
1023,0.0248108,26.27
1024,0.0250145,26.2951
1025,0.0247262,26.3198
1026,0.0246291,26.3444
1027,0.024749,26.3692
1028,0.0245233,26.3937
1029,0.0247539,26.4184
1030,0.0247539,26.4432
1031,0.0247539,26.4679
1032,0.0247539,26.4927
1033,0.0247539,26.5175
1034,0.0247539,26.5422
1035,0.0247539,26.567
1036,0.0247539,26.5917
1037,0.0247539,26.6165
1038,0.0247539,26.6412
1039,0.0247539,26.666
1040,0.0247539,26.6907
1041,0.0247539,26.7155
1042,0.0247539,26.7402
1043,0.0247539,26.765
1044,0.0247539,26.7897
1045,0.0247539,26.8145
1046,0.0247539,26.8393
1047,0.0247539,26.864
1048,0.0247539,26.8888
1049,0.0247539,26.9135
1050,0.0247539,26.9383
1051,0.0247539,26.963
1052,0.0247539,26.9878
1053,0.0247539,27.0125
1054,0.0247539,27.0373
1055,0.0247539,27.062
1056,0.0247539,27.0868
1057,0.0247539,27.1115
1058,0.0247539,27.1363
1059,0.0247539,27.1611
1060,0.0247539,27.1858
1061,0.0247539,27.2106
1062,0.0247539,27.2353
1063,0.0247539,27.2601
1064,0.0247539,27.2848
1065,0.0247539,27.3096
1066,0.0247539,27.3343
1067,0.0247539,27.3591
1068,0.0247539,27.3838
1069,0.0247539,27.4086
1070,0.0247539,27.4333
1071,0.0247539,27.4581
1072,0.0247539,27.4829
1073,0.0247539,27.5076
1074,0.0247539,27.5324
1075,0.0247539,27.5571
1076,0.0247539,27.5819
1077,0.0247539,27.6066
1078,0.0247539,27.6314
